AdultTotal,AdultsReleased,AdultsShipped,Comments,DateOfReport,Facility,JackTotal,LethalSpawned,LiveSpawned,Mortality,OnHand,OnHandJacks,Species,Stock,Surplus,TotalEggtake,WeekEndingDate
365,0,115,,9/23/2004 0:00,Marblemount,0,0,0,0,250,0,Coho,Skagit,0,0,9/23/2004 0:00
1100,1100,0,,9/24/2004 0:00,Sunset Falls Skykomish,0,0,0,0,0,0,Summer Steelhead,,0,0,9/30/2004 0:00
123,123,0,,9/24/2004 0:00,Sunset Falls,0,0,0,0,0,0,Bull Trout,Skykomish,0,0,9/30/2004 0:00
4,4,0,,9/28/2004 0:00,Cowlitz Trout,0,0,0,0,0,0,Type-N Coho,Cowlitz,0,0,9/30/2004 0:00
9084,2758,609,,9/28/2004 0:00,Baker,0,0,0,48,5669,0,Sockeye,Baker,0,0,9/30/2004 0:00
1300,0,0,,9/29/2004 0:00,Samish,80,0,0,0,1300,0,Fall Chinook,Samish,0,0,9/30/2004 0:00
4226,0,3766,,9/29/2004 0:00,Sol Duc,465,0,0,0,460,0,Summer Coho,Soleduck,0,0,9/30/2004 0:00
500,0,0,,9/29/2004 0:00,Grays River,0,0,0,0,500,0,Type-S Coho,Grays River,0,0,9/30/2004 0:00
4,0,4,,9/29/2004 0:00,Minter Creek,0,0,0,0,0,0,Chum,Minter,0,0,9/30/2004 0:00
1,1,0,Released upstream of Chiwawa weir.,9/29/2004 0:00,Chiwawa Chiwawa,0,0,0,0,0,0,Cutthroat,,0,0,9/30/2004 0:00
16,16,0,Released above rack.,9/29/2004 0:00,Soos Creek Big Soos,0,0,0,0,0,0,Searun Cutthroat,,0,0,9/30/2004 0:00
641,641,0,,9/29/2004 0:00,Cowlitz Salmon,0,0,0,0,0,0,Whitefish,Cowlitz - W,0,0,9/30/2004 0:00
7,7,0,,9/29/2004 0:00,Cedar River,0,0,0,0,0,0,Rainbow,Cedar,0,0,9/30/2004 0:00
597,278,0,,9/29/2004 0:00,Speelyai,0,249,0,10,60,0,Kokanee,Lewis - H,0,0,9/30/2004 0:00
2,2,0,,10/1/2004 0:00,Sunset Falls,0,0,0,0,0,0,Chum,Skykomish,0,0,10/7/2004 0:00
1109,1109,0,,10/1/2004 0:00,Sunset Falls Skykomish,0,0,0,0,0,0,Summer Steelhead,,0,0,10/7/2004 0:00
123,123,0,,10/1/2004 0:00,Sunset Falls,0,0,0,0,0,0,Bull Trout,Skykomish,0,0,10/7/2004 0:00
3265,1230,0,,10/6/2004 0:00,Samish,86,437,0,37,1561,0,Fall Chinook,Samish,0,1000000,10/7/2004 0:00
95,0,0,Final in-season estimate.,10/6/2004 0:00,Marblemount Skagit,0,82,0,13,0,0,Summer Chinook,,0,232200,10/7/2004 0:00
115,115,0,,10/6/2004 0:00,Samish,0,0,0,0,0,0,Coho,Samish,0,0,10/7/2004 0:00
4166,0,3766,,10/6/2004 0:00,Sol Duc,465,0,0,3,397,0,Summer Coho,Soleduck,0,89300,10/7/2004 0:00
2,2,0,,10/6/2004 0:00,Cowlitz Trout,0,0,0,0,0,0,Type-N Coho,Cowlitz,0,0,10/7/2004 0:00
500,0,0,,10/6/2004 0:00,Grays River,0,0,0,0,500,0,Type-S Coho,Grays River,0,0,10/7/2004 0:00
1,1,0,Released upstream of Chiwawa weir.,10/6/2004 0:00,Chiwawa Chiwawa,0,0,0,0,0,0,Cutthroat,,0,0,10/7/2004 0:00
641,641,0,,10/6/2004 0:00,Cowlitz Salmon,0,0,0,0,0,0,Whitefish,Cowlitz - W,0,0,10/7/2004 0:00
2,2,0,,10/6/2004 0:00,Cedar River,0,0,0,0,0,0,Rainbow,Cedar,0,0,10/7/2004 0:00
1066,562,0,,10/6/2004 0:00,Speelyai,1075,492,0,12,0,0,Kokanee,Lewis - H,0,144000,10/7/2004 0:00
4,4,0,,10/8/2004 0:00,Sunset Falls,0,0,0,0,0,0,Chum,Skykomish,0,0,10/14/2004 0:00
1115,1115,0,,10/8/2004 0:00,Sunset Falls Skykomish,0,0,0,0,0,0,Summer Steelhead,,0,0,10/14/2004 0:00
124,124,0,,10/8/2004 0:00,Sunset Falls,0,0,0,0,0,0,Bull Trout,Skykomish,0,0,10/14/2004 0:00
20,0,0,,10/13/2004 0:00,Kendall Creek,0,0,0,0,20,0,Fall Chinook,Nooksack,0,0,10/14/2004 0:00
104,0,0,Final in-season estimate.,10/13/2004 0:00,Marblemount Skagit,3,68,0,8,28,0,Summer Chinook,,0,168300,10/14/2004 0:00
40,0,0,,10/13/2004 0:00,Kendall Creek,0,0,0,0,40,0,Coho,Nooksack,0,0,10/14/2004 0:00
6025,0,3885,,10/13/2004 0:00,Sol Duc,1786,140,0,0,2000,0,Summer Coho,Soleduck,0,187700,10/14/2004 0:00
2,2,0,,10/13/2004 0:00,Cowlitz Trout,0,0,0,0,0,0,Type-N Coho,Cowlitz,0,0,10/14/2004 0:00
600,0,0,,10/13/2004 0:00,Grays River,0,0,0,0,600,0,Type-S Coho,Grays River,0,0,10/14/2004 0:00
9126,2760,609,,10/13/2004 0:00,Baker,0,250,28,161,5346,0,Sockeye,Baker,0,78600,10/14/2004 0:00
1,1,0,,10/13/2004 0:00,Chiwawa Chiwawa,0,0,0,0,0,0,Cutthroat,,0,0,10/14/2004 0:00
10,10,0,,10/13/2004 0:00,Samish Samish,0,0,0,0,0,0,Searun Cutthroat,,0,0,10/14/2004 0:00
641,641,0,,10/13/2004 0:00,Cowlitz Salmon,0,0,0,0,0,0,Whitefish,Cowlitz - W,0,0,10/14/2004 0:00
5,5,0,,10/13/2004 0:00,Cedar River,0,0,0,0,0,0,Rainbow,Cedar,0,0,10/14/2004 0:00
1075,562,0,,10/13/2004 0:00,Speelyai,0,492,0,21,0,0,Kokanee,Lewis - H,0,144000,10/14/2004 0:00
1122,1122,0,,10/15/2004 0:00,Sunset Falls Skykomish,0,0,0,0,0,0,Summer Steelhead,,0,0,10/21/2004 0:00
126,126,0,,10/15/2004 0:00,Sunset Falls,0,0,0,0,0,0,Bull Trout,Skykomish,0,0,10/21/2004 0:00
6048,0,3885,,10/20/2004 0:00,Sol Duc,1786,200,0,3,1960,0,Summer Coho,Soleduck,0,262700,10/21/2004 0:00
98,93,5,,10/20/2004 0:00,Elochoman(Pd 21),0,0,0,0,0,0,Type-N Coho,Elochoman-H,0,0,10/21/2004 0:00
906,0,0,,10/20/2004 0:00,Grays River,0,101,0,5,800,0,Type-S Coho,Grays River,0,125000,10/21/2004 0:00
9079,2761,609,,10/20/2004 0:00,Baker,0,442,47,167,5100,0,Sockeye,Baker,0,153400,10/21/2004 0:00
14,0,0,,10/20/2004 0:00,Whatcom Creek,0,0,0,1,13,0,Chum,Whatcom Creek,0,0,10/21/2004 0:00
14,14,0,,10/20/2004 0:00,Samish Samish,0,0,0,0,0,0,Searun Cutthroat,,0,0,10/21/2004 0:00
641,641,0,,10/20/2004 0:00,Cowlitz Salmon,0,0,0,0,0,0,Whitefish,Cowlitz - W,0,0,10/21/2004 0:00
5,5,0,,10/20/2004 0:00,Cedar River,0,0,0,0,0,0,Rainbow,Cedar,0,0,10/21/2004 0:00
1772,0,250,,10/20/2004 0:00,Ford,0,0,144,0,1522,0,Brown Trout,Ford,0,354960,10/21/2004 0:00
1075,562,0,,10/20/2004 0:00,Speelyai,0,492,0,21,0,0,Kokanee,Lewis - H,0,144000,10/21/2004 0:00
350,0,0,,10/20/2004 0:00,Ford,0,0,117,0,350,0,Eastern Brook,Ford,0,354510,10/21/2004 0:00
1126,1126,0,,10/22/2004 0:00,Sunset Falls Skykomish,0,0,0,0,0,0,Summer Steelhead,,0,0,10/28/2004 0:00
128,128,0,,10/22/2004 0:00,Sunset Falls,0,0,0,0,0,0,Bull Trout,Skykomish,0,0,10/28/2004 0:00
1000,0,0,,10/26/2004 0:00,Grays River,0,200,0,0,800,0,Type-S Coho,Grays River,0,375000,10/28/2004 0:00
8,0,8,,10/27/2004 0:00,Kendall Creek,3,0,0,0,0,0,Fall Chinook,Nooksack,0,0,10/28/2004 0:00
75,0,0,,10/27/2004 0:00,Kendall Creek,0,0,0,0,75,0,Coho,Nooksack,0,0,10/28/2004 0:00
6377,0,6137,,10/27/2004 0:00,Sol Duc,3201,200,0,15,25,0,Summer Coho,Soleduck,0,262700,10/28/2004 0:00
9052,2761,609,,10/27/2004 0:00,Baker,0,814,82,189,4679,0,Sockeye,Baker,0,305400,10/28/2004 0:00
6,6,0,,10/27/2004 0:00,Elk Creek Trap Chehalis,0,0,0,0,0,0,Winter Steelhead,,0,0,10/28/2004 0:00
14,14,0,,10/27/2004 0:00,Samish Samish,0,0,0,0,0,0,Searun Cutthroat,,0,0,10/28/2004 0:00
9,9,0,,10/27/2004 0:00,Cedar River,0,0,0,0,0,0,Rainbow,Cedar,0,0,10/28/2004 0:00
1772,0,581,,10/27/2004 0:00,Ford,0,60,390,0,1131,0,Brown Trout,Ford,0,1100492,10/28/2004 0:00
1885,0,0,,10/27/2004 0:00,Lake Whatcom,0,1785,0,0,100,0,Kokanee,Lk Whatcom,0,214016,10/28/2004 0:00
350,0,0,,10/27/2004 0:00,Ford,0,30,201,0,320,0,Eastern Brook,Ford,0,625230,10/28/2004 0:00
0,0,0,,10/27/2004 0:00,Ford,0,0,56,0,0,0,Tiger Trout,Ford,0,136416,10/28/2004 0:00
1129,1129,0,,10/29/2004 0:00,Sunset Falls Skykomish,0,0,0,0,0,0,Summer Steelhead,,0,0,11/4/2004 0:00
128,128,0,,10/29/2004 0:00,Sunset Falls,0,0,0,0,0,0,Bull Trout,Skykomish,0,0,11/4/2004 0:00
1676,1526,0,Final in-season estimate.,11/1/2004 0:00,Grays River,0,100,0,50,0,0,Type-S Coho,Grays River,0,125000,11/4/2004 0:00
6485,0,6270,,11/3/2004 0:00,Sol Duc,3300,200,0,15,0,0,Summer Coho,Soleduck,0,262700,11/4/2004 0:00
380,370,10,,11/3/2004 0:00,Elochoman(Pd 21),34,0,0,0,0,0,Type-N Coho,Elochoman-H,0,0,11/4/2004 0:00
9074,2761,609,,11/3/2004 0:00,Baker,0,1200,142,279,4225,0,Sockeye,Baker,0,544400,11/4/2004 0:00
6,6,0,,11/3/2004 0:00,Elk Creek Trap Chehalis,0,0,0,0,0,0,Winter Steelhead,,0,0,11/4/2004 0:00
1191,0,0,,11/3/2004 0:00,Ford,0,60,578,0,1131,0,Brown Trout,Ford,0,1392812,11/4/2004 0:00
17321,0,0,,11/3/2004 0:00,Lake Whatcom,0,17321,0,0,0,0,Kokanee,Lk Whatcom,0,1435136,11/4/2004 0:00
350,0,0,,11/3/2004 0:00,Ford,0,30,201,0,320,0,Eastern Brook,Ford,0,625230,11/4/2004 0:00
0,0,0,,11/3/2004 0:00,Ford,0,0,188,0,0,0,Tiger Trout,Ford,0,428736,11/4/2004 0:00
10,10,0,,11/3/2004 0:00,Cedar River,0,0,0,0,0,0,Rainbow,Cedar,0,0,11/12/2004 0:00
641,641,0,,11/4/2004 0:00,Cowlitz Salmon,0,0,0,0,0,0,Whitefish,Cowlitz - W,0,0,11/4/2004 0:00
6,0,0,,11/9/2004 0:00,Lake Aberdeen Van Winkle,0,0,0,0,6,0,Winter Steelhead,,0,0,11/12/2004 0:00
8,0,8,,11/10/2004 0:00,Kendall Creek,3,0,0,0,0,0,Fall Chinook,Nooksack,0,0,11/12/2004 0:00
500,200,0,,11/10/2004 0:00,Kendall Creek,10,0,0,0,300,0,Coho,Nooksack,0,0,11/12/2004 0:00
10,0,0,,11/10/2004 0:00,Kendall Creek,0,0,0,0,10,0,Chum,Nooksack,0,0,11/12/2004 0:00
1,1,0,Adults released upstream of,11/10/2004 0:00,Whatcom Creek Whatcom Creek,0,0,0,0,0,0,Searun Cutthroat,,0,0,11/12/2004 0:00
641,641,0,,11/10/2004 0:00,Cowlitz Salmon,0,0,0,0,0,0,Whitefish,Cowlitz - W,0,0,11/12/2004 0:00
1772,0,981,,11/10/2004 0:00,Ford,0,60,334,31,700,0,Brown Trout,Ford,0,964076,11/12/2004 0:00
71622,0,0,,11/10/2004 0:00,Lake Whatcom,0,71622,0,0,0,0,Kokanee,Lk Whatcom,0,5959360,11/12/2004 0:00
361,0,325,,11/10/2004 0:00,Ford,0,30,201,6,0,0,Eastern Brook,Ford,0,625230,11/12/2004 0:00
0,0,0,,11/10/2004 0:00,Ford,0,0,408,0,0,0,Tiger Trout,Ford,0,688576,11/12/2004 0:00
1141,1141,0,,11/12/2004 0:00,Sunset Falls Skykomish,0,0,0,0,0,0,Summer Steelhead,,0,0,11/12/2004 0:00
128,128,0,,11/12/2004 0:00,Sunset Falls,0,0,0,0,0,0,Bull Trout,Skykomish,0,0,11/12/2004 0:00
8,0,8,,11/17/2004 0:00,Kendall Creek,3,0,0,0,0,0,Fall Chinook,Nooksack,0,0,11/18/2004 0:00
995,300,0,,11/17/2004 0:00,Kendall Creek,10,95,0,0,600,0,Coho,Nooksack,0,125000,11/18/2004 0:00
6527,0,6294,Final in-season estimate.,11/17/2004 0:00,Sol Duc,3211,200,0,33,0,0,Summer Coho,Soleduck,0,262700,11/18/2004 0:00
728,370,10,,11/17/2004 0:00,Elochoman(Pd 21),34,0,0,0,348,0,Type-N Coho,Elochoman-H,0,0,11/18/2004 0:00
9071,2761,609,,11/17/2004 0:00,Baker,0,2629,142,326,2746,0,Sockeye,Baker,0,1018400,11/18/2004 0:00
100,0,0,,11/17/2004 0:00,Kendall Creek,0,0,0,0,100,0,Chum,Nooksack,0,0,11/18/2004 0:00
1,0,0,,11/17/2004 0:00,Voights Creek Puyallup,0,0,0,0,1,0,Winter Steelhead,,0,0,11/18/2004 0:00
2,2,0,,11/17/2004 0:00,Whatcom Creek Whatcom Creek,0,0,0,0,0,0,Searun Cutthroat,,0,0,11/18/2004 0:00
641,641,0,,11/17/2004 0:00,Cowlitz Salmon,0,0,0,0,0,0,Whitefish,Cowlitz - W,0,0,11/18/2004 0:00
15,15,0,,11/17/2004 0:00,Cedar River,0,0,0,0,0,0,Rainbow,Cedar,0,0,11/18/2004 0:00
1772,0,981,,11/17/2004 0:00,Ford,0,60,334,31,700,0,Brown Trout,Ford,0,964076,11/18/2004 0:00
111873,0,0,,11/17/2004 0:00,Lake Whatcom,0,111873,0,0,0,0,Kokanee,Lk Whatcom,0,9520960,11/18/2004 0:00
361,0,325,,11/17/2004 0:00,Ford,0,30,201,6,0,0,Eastern Brook,Ford,0,625230,11/18/2004 0:00
0,0,0,,11/17/2004 0:00,Ford,0,0,455,0,0,0,Tiger Trout,Ford,0,773576,11/18/2004 0:00
3,3,0,,11/24/2004 0:00,Whatcom Creek Whatcom Creek,0,0,0,0,0,0,Searun Cutthroat,,0,0,11/29/2004 0:00
644,644,0,,11/24/2004 0:00,Cowlitz Salmon,0,0,0,0,0,0,Whitefish,Cowlitz - W,0,0,11/29/2004 0:00
15,15,0,,11/24/2004 0:00,Cedar River,0,0,0,0,0,0,Rainbow,Cedar,0,0,11/29/2004 0:00
1780,0,1689,,11/24/2004 0:00,Ford,0,60,334,31,0,0,Brown Trout,Ford,0,964076,11/29/2004 0:00
148499,0,0,,11/24/2004 0:00,Lake Whatcom,0,148499,0,0,0,0,Kokanee,Lk Whatcom,0,12705984,11/29/2004 0:00
361,0,325,,11/24/2004 0:00,Ford,0,30,201,6,0,0,Eastern Brook,Ford,0,625230,11/29/2004 0:00
0,0,0,,11/24/2004 0:00,Ford,0,0,455,0,0,0,Tiger Trout,Ford,0,773576,11/29/2004 0:00
1146,1146,0,,11/26/2004 0:00,Sunset Falls Skykomish,0,0,0,0,0,0,Summer Steelhead,,0,0,11/29/2004 0:00
128,128,0,,11/26/2004 0:00,Sunset Falls,0,0,0,0,0,0,Bull Trout,Skykomish,0,0,11/29/2004 0:00
8,0,8,,12/1/2004 0:00,Kendall Creek,3,0,0,0,0,0,Fall Chinook,Nooksack,0,0,12/2/2004 0:00
1996,800,0,,12/1/2004 0:00,Kendall Creek,10,96,0,0,1100,0,Coho,Nooksack,0,125000,12/2/2004 0:00
941,469,16,,12/1/2004 0:00,Elochoman(Pd 21),75,120,0,31,305,0,Type-N Coho,Elochoman-H,0,266000,12/2/2004 0:00
8997,2671,609,,12/1/2004 0:00,Baker,0,3881,142,600,1236,0,Sockeye,Baker,0,1226400,12/2/2004 0:00
1879,400,1321,,12/1/2004 0:00,Kendall Creek,0,0,0,108,50,0,Chum,Nooksack,0,0,12/2/2004 0:00
3,3,0,,12/1/2004 0:00,Whatcom Creek Whatcom Creek,0,0,0,0,0,0,Searun Cutthroat,,0,0,12/2/2004 0:00
644,644,0,,12/1/2004 0:00,Cowlitz Salmon,0,0,0,0,0,0,Whitefish,Cowlitz - W,0,0,12/2/2004 0:00
15,15,0,Final in-season estimate.,12/1/2004 0:00,Cedar River,0,0,0,0,0,0,Rainbow,Cedar- W,0,0,12/2/2004 0:00
148499,0,0,,12/1/2004 0:00,Lake Whatcom,0,148499,0,0,0,0,Kokanee,Lk Whatcom,0,12705984,12/2/2004 0:00
1150,1150,0,,12/3/2004 0:00,Sunset Falls Skykomish,0,0,0,0,0,0,Summer Steelhead,,0,0,12/9/2004 0:00
128,128,0,,12/3/2004 0:00,Sunset Falls,0,0,0,0,0,0,Bull Trout,Skykomish,0,0,12/9/2004 0:00
644,644,0,,12/6/2004 0:00,Cowlitz Salmon,0,0,0,0,0,0,Whitefish,Cowlitz - W,0,0,12/9/2004 0:00
50,0,0,,12/8/2004 0:00,Forks Creek,0,0,0,0,50,0,Late Coho,Willapa,0,0,12/9/2004 0:00
941,469,16,,12/8/2004 0:00,Elochoman(Pd 21),75,244,0,31,181,0,Type-N Coho,Elochoman-H,0,488000,12/9/2004 0:00
1,0,0,,12/8/2004 0:00,Whatcom Creek Whatcom Creek,0,0,0,0,1,0,Winter Steelhead,,0,0,12/9/2004 0:00
3,3,0,,12/8/2004 0:00,Whatcom Creek Whatcom Creek,0,0,0,0,0,0,Searun Cutthroat,,0,0,12/9/2004 0:00
1780,0,1689,,12/8/2004 0:00,Ford,0,60,334,31,0,0,Brown Trout,Ford,0,964076,12/9/2004 0:00
361,0,325,,12/8/2004 0:00,Ford,0,30,201,6,0,0,Eastern Brook,Ford,0,625230,12/9/2004 0:00
0,0,0,,12/8/2004 0:00,Ford,0,0,455,0,0,0,Tiger Trout,Ford,0,773576,12/9/2004 0:00
128,128,0,Final in-season estimate.,12/10/2004 0:00,Sunset Falls,0,0,0,0,0,0,Bull Trout,Skykomish,0,0,12/16/2004 0:00
8,0,8,Final in-season estimate.,12/15/2004 0:00,Kendall Creek,3,0,0,0,0,0,Fall Chinook,Nooksack,0,0,12/16/2004 0:00
500,0,0,,12/15/2004 0:00,Humptulips,0,0,0,0,500,0,Late Coho,Humptulips,0,0,12/16/2004 0:00
2188,1200,536,Adults released escaped above trap,12/15/2004 0:00,Kendall Creek,11,402,0,0,50,0,Coho,Nooksack,0,125000,12/16/2004 0:00
941,574,16,,12/15/2004 0:00,Elochoman(Pd 21),75,305,0,46,0,0,Type-N Coho,Elochoman-H,0,644000,12/16/2004 0:00
5028,400,4425,Adults released escaped above trap,12/15/2004 0:00,Kendall Creek,0,0,0,193,10,0,Chum,Nooksack,0,0,12/16/2004 0:00
34,34,0,,12/15/2004 0:00,Whitehorse Snohomish-W,0,0,0,0,0,0,Summer Steelhead,,0,0,12/16/2004 0:00
35,0,0,,12/15/2004 0:00,Kendall Creek Nooksack,0,0,0,0,35,0,Winter Steelhead,,0,0,12/16/2004 0:00
0,0,0,Eggs received from Goldendale,12/15/2004 0:00,Kendall Creek,0,0,0,0,0,0,Rainbow,Goldendale,0,110000,12/16/2004 0:00
964,597,16,,12/21/2004 0:00,Elochoman(Pd 21),77,305,0,46,0,0,Type-N Coho,Elochoman-H,0,644000,12/23/2004 0:00
39,39,0,,12/21/2004 0:00,Whitehorse Snohomish-W,0,0,0,0,0,0,Summer Steelhead,,0,0,12/23/2004 0:00
500,0,0,,12/22/2004 0:00,Humptulips,0,0,0,0,500,0,Late Coho,Humptulips,0,0,12/23/2004 0:00
2215,1200,613,Adults released escaped above trap,12/22/2004 0:00,Kendall Creek,11,402,0,0,0,0,Coho,Nooksack,0,525000,12/23/2004 0:00
5189,400,4545,Adults released escaped above trap,12/22/2004 0:00,Kendall Creek,0,0,0,244,0,0,Chum,Nooksack,0,0,12/23/2004 0:00
55,0,0,,12/22/2004 0:00,Kendall Creek Nooksack,0,0,0,0,55,0,Winter Steelhead,,0,0,12/23/2004 0:00
644,644,0,,12/22/2004 0:00,Cowlitz Salmon,0,0,0,0,0,0,Whitefish,Cowlitz - W,0,0,12/23/2004 0:00
0,0,0,Eggs received from Goldendale,12/22/2004 0:00,Kendall Creek,0,0,0,0,0,0,Rainbow,Goldendale,0,110000,12/23/2004 0:00
1024,624,16,,12/28/2004 0:00,Elochoman(Pd 21),77,305,0,79,0,0,Type-N Coho,Elochoman-H,0,644000,12/30/2004 0:00
544,0,72,,12/29/2004 0:00,Humptulips,0,72,0,0,400,0,Late Coho,Humptulips,0,120000,12/30/2004 0:00
2258,1200,613,Adults released escaped above trap,12/29/2004 0:00,Kendall Creek,11,402,0,43,0,0,Coho,Nooksack,0,525000,12/30/2004 0:00
9098,2761,609,Final in-season estimate.,12/29/2004 0:00,Baker,0,4902,142,826,0,0,Sockeye,Baker,0,1226400,12/30/2004 0:00
5233,400,4545,Adults released escaped above trap,12/29/2004 0:00,Kendall Creek,0,0,0,288,0,0,Chum,Nooksack,0,0,12/30/2004 0:00
44,44,0,,12/29/2004 0:00,Whitehorse Snohomish-W,0,0,0,0,0,0,Summer Steelhead,,0,0,12/30/2004 0:00
120,0,0,,12/29/2004 0:00,Kendall Creek Nooksack,0,44,0,3,73,0,Winter Steelhead,,0,85000,12/30/2004 0:00
644,644,0,,12/29/2004 0:00,Cowlitz Salmon,0,0,0,0,0,0,Whitefish,Cowlitz - W,0,0,12/30/2004 0:00
0,0,0,Eggs received from Goldendale,12/29/2004 0:00,Kendall Creek,0,0,0,0,0,0,Rainbow,Goldendale,0,110000,12/30/2004 0:00
1780,0,1689,,12/29/2004 0:00,Ford,0,60,334,31,0,0,Brown Trout,Ford,0,964076,12/30/2004 0:00
361,0,325,,12/29/2004 0:00,Ford,0,30,201,6,0,0,Eastern Brook,Ford,0,625230,12/30/2004 0:00
0,0,0,,12/29/2004 0:00,Ford,0,0,455,0,0,0,Tiger Trout,Ford,0,773576,12/30/2004 0:00
710,650,0,Final in-season estimate.,5/3/2006 0:00,Lake Lenore Trap Lk Lenore,0,60,570,0,0,0,Lahontan Cutthroat,,0,797000,1/11/2007 0:00
203,203,0,Adults live spawned were,5/24/2006 0:00,Colville Phalon Lake,7,0,203,0,0,0,Redband Rainbow,,0,171132,1/11/2007 0:00
2146,2086,0,Adults live spawned were,6/14/2006 0:00,Chelan Twin Lakes,0,60,2146,0,0,0,Westslope Cutthroat,,0,756334,1/11/2007 0:00
732,0,352,Final in-season estimate.,9/6/2006 0:00,Kendall Creek Nooksack,6,369,0,11,0,0,Spring Chinook,,0,767000,1/11/2007 0:00
1011,740,0,Final in-season estimate.,9/27/2006 0:00,Omak,0,227,0,44,0,0,Kokanee,Palmer Lake,0,101700,1/11/2007 0:00
102,9,5,Final in-season estimate.,10/4/2006 0:00,Marblemount Skagit,0,82,3,6,0,0,Summer Chinook,,0,266900,1/11/2007 0:00
2546,2514,0,Final in-season estimate.,11/1/2006 0:00,Ford,0,0,376,32,0,0,Brown Trout,Ford,0,873000,1/11/2007 0:00
1707,0,0,Lethal spawn for virology,11/1/2006 0:00,Ford,0,60,232,2,1645,0,Eastern Brook,Ford,0,468000,1/11/2007 0:00
60,0,0,Lethal spawn for virology,11/1/2006 0:00,Ford,0,60,409,0,0,0,Tiger Trout,Ford,0,1083000,1/11/2007 0:00
1832,0,1681,Final in-season estimate.,11/15/2006 0:00,Sol Duc,441,141,0,10,0,0,Summer Coho,Soleduck,0,259000,1/11/2007 0:00
6,6,0,Final in-season estimate.,11/15/2006 0:00,Cedar River Cedar,0,0,0,0,0,0,Rainbow,,0,0,1/11/2007 0:00
835,184,0,Final in-season estimate.,11/29/2006 0:00,Grays River,16,610,0,41,0,0,Type-S Coho,Grays River,0,750000,1/11/2007 0:00
2,2,0,Final in-season estimate.,12/10/2006 0:00,Issaquah Lk Washington,0,0,0,0,0,0,Resident Cutthroat,,0,0,1/11/2007 0:00
8250,2876,1210,Final in-season estimate.,12/13/2006 0:00,Baker,0,4073,303,91,0,0,Sockeye,Baker,0,1365000,1/11/2007 0:00
99,99,0,Final in-season estimate.,12/15/2006 0:00,Sunset Falls,0,0,0,0,0,0,Bull Trout,Skykomish,0,0,1/11/2007 0:00
692,487,0,Final in-season estimate.,1/3/2007 0:00,Kendall Creek,30,205,0,0,0,0,Coho,Nooksack,0,200000,1/11/2007 0:00
571,571,0,,1/3/2007 0:00,Garrison Springs,0,0,0,0,0,0,Late Chum,Chambers,0,0,1/11/2007 0:00
856,0,612,Final in-season estimate.,1/3/2007 0:00,Kendall Creek,0,38,0,206,0,0,Chum,Nooksack,0,45000,1/11/2007 0:00
76,0,0,,1/3/2007 0:00,Kendall Creek Nooksack,0,51,0,0,25,0,Winter Steelhead,,0,65000,1/11/2007 0:00
7,6,0,Fish shipped above the falls.,1/10/2007 0:00,Whatcom Creek,3,0,0,1,0,0,Fall Chinook,Whatcom Creek,0,0,1/11/2007 0:00
1047,0,589,,1/10/2007 0:00,Humptulips,0,448,0,0,10,0,Late Coho,Humptulips,0,648000,1/11/2007 0:00
324,12,0,Final in-season estimate.,1/10/2007 0:00,Elochoman(Pd 21),25,294,0,18,0,0,Type-N Coho,Elochoman-H,0,625000,1/11/2007 0:00
55,55,0,,1/10/2007 0:00,Whitehorse Snohomish-H,0,0,0,0,0,0,Summer Steelhead,,0,0,1/11/2007 0:00
3,0,3,,1/10/2007 0:00,Soos Creek Big Soos,0,0,0,0,0,0,Anadromous Cutthroat,,0,0,1/11/2007 0:00
605,605,0,,1/10/2007 0:00,Cowlitz Salmon,0,0,0,0,0,0,Whitefish,Cowlitz - W,0,0,1/11/2007 0:00
30,30,0,,1/10/2007 0:00,Cowlitz Salmon,0,0,0,0,0,0,Sucker,Cowlitz - W,0,0,1/11/2007 0:00
7,6,0,Fish shipped above the falls.,1/17/2007 0:00,Whatcom Creek,3,0,0,1,0,0,Fall Chinook,Whatcom Creek,0,0,1/18/2007 0:00
1052,0,589,,1/17/2007 0:00,Humptulips,0,448,0,0,15,0,Late Coho,Humptulips,0,648000,1/18/2007 0:00
692,487,0,Final in-season estimate.,1/17/2007 0:00,Kendall Creek,30,205,0,0,0,0,Coho,Nooksack,0,217000,1/18/2007 0:00
613,613,0,,1/17/2007 0:00,Garrison Springs,0,0,0,0,0,0,Late Chum,Chambers,0,0,1/18/2007 0:00
856,0,612,Final in-season estimate.,1/17/2007 0:00,Kendall Creek,0,38,0,206,0,0,Chum,Nooksack,0,45000,1/18/2007 0:00
56,56,0,,1/17/2007 0:00,Whitehorse Snohomish-H,0,0,0,0,0,0,Summer Steelhead,,0,0,1/18/2007 0:00
70,0,0,,1/17/2007 0:00,Kendall Creek Nooksack,0,65,0,0,5,0,Winter Steelhead,,0,85000,1/18/2007 0:00
3,0,3,,1/17/2007 0:00,Soos Creek Big Soos,0,0,0,0,0,0,Anadromous Cutthroat,,0,0,1/18/2007 0:00
605,605,0,Final in-season estimate.,1/17/2007 0:00,Cowlitz Salmon,0,0,0,0,0,0,Whitefish,Cowlitz - W,0,0,1/18/2007 0:00
30,30,0,Final in-season estimate.,1/17/2007 0:00,Cowlitz Salmon,0,0,0,0,0,0,Sucker,Cowlitz - W,0,0,1/18/2007 0:00
